customer_id,first_name,last_name,email,country,signup_date
CUST_00837,Isabella,Miller,isabella_miller836@example.com,Japan,2022-09-17
CUST_00556,Ava,Martinez,ava_martinez555@example.com,UK,2023-08-18
CUST_00900,Sophia,williams,sophia_williams899@example.com,NULL,2022-03-01
CUST_00184,Ava,Miller,ava_miller183@example.com,Canada,2022-09-10
CUST_00582,Benjamin,Martinez,benjamin_martinez581@example.com,Australia,2023-01-04
CUST_00112,Benjamin,Jones,benjamin_jones111@example.com,UK,2022-11-02
CUST_00445,William,Miller,william_miller444@example.com,France,2022-09-25
CUST_00758,Sophia,Davis,sophia_davis757@example.com,Germany,2023-10-22
CUST_00060,oliver,Brown,oliver_brown59@example.com,"United State",2022-09-04
CUST_00572,Benjamin,Brown,,Canada,2022-06-17
CUST_00583,Liam,Jones,liam_jones582@example.com,"United State",2023-07-18
CUST_00914,Mia,Johnson,mia_johnson913@example.com,France,2022-05-07
CUST_00315,James,Johnson,james_johnson314@example.com,NULL,2023-03-30
CUST_00430,Emma,Rodriguez,emma_rodriguez429@example.com,UK,2023-10-21
CUST_00810,Noah,Miller,noah_miller809@example.com,"United State",2022-09-26
CUST_00211,Sophia,Davis,sophia_davis210@example.com,Australia,2028-01-01
CUST_00577,Ava,Smith,ava_smith576@example.com,Australia,2023-09-15
CUST_00125,Benjamin,williams,benjamin_williams124example.com,Canada,2023-08-05
CUST_00874,Noah,Jones,noah_jones873@example.com,Canada,2022-05-10
CUST_00479,oliver,Rodriguez,oliver_rodriguez478@example.com,Canada,2023-06-07
CUST_00263,James,garcia,james_garcia262@example.com,UK,2023-04-20
CUST_00536,oliver,williams,oliver_williams535@example.com,NULL,2023-02-07
CUST_00066,James,Smith,,UK,2022-11-20
CUST_00861,James,Davis,james_davis860@example.com,"United State",2023-09-17
CUST_00625,Emma,garcia,emma_garcia624@example.com,"United State",2023-01-03
CUST_00307,olivia,Brown,olivia_brown306@example.com,Canada,2023-12-01
CUST_00343,William,Jones,william_jones342@example.com,Germany,2022-03-08
CUST_00290,William,williams,william_williams289@example.com,Japan,2022-12-10
CUST_00638,Emma,Martinez,emma_martinez637@example.com,Germany,2023-10-07
CUST_00126,Noah,williams,noah_williams125@example.com,Canada,2023-06-12
CUST_00565,James,garcia,james_garcia564@example.com,Canada,2022-02-12
CUST_00331,Emma,Martinez,emma_martinez330@example.com,UK,2022-08-16
CUST_00795,Mia,Brown,mia_brown794@example.com,France,2023-01-07
CUST_00688,Ava,Brown,,Germany,2022-05-20
CUST_00686,Sophia,Brown,sophia_brown685@example.com,"United State",2022-05-29
CUST_00094,Liam,garcia,liam_garcia93@example.com,Australia,2022-04-10
CUST_00936,olivia,Rodriguez,olivia_rodriguez935@example.com,Japan,2022-07-10
CUST_00509,Benjamin,Rodriguez,benjamin_rodriguez508@example.com,UK,2023-07-26
CUST_00135,James,Johnson,james_johnson134@example.com,"United State",2023-06-10
CUST_00551,James,Rodriguez,,UK,2022-11-09
CUST_00742,oliver,Rodriguez,oliver_rodriguez741@example.com,Japan,2022-05-02
CUST_00035,Mia,garcia,,Australia,2022-10-09
CUST_00931,Benjamin,Johnson,,Australia,2023-09-18
CUST_00775,oliver,Jones,oliver_jones774@example.com,Australia,2022-03-19
CUST_00770,Liam,Miller,liam_miller769@example.com,Canada,2022-09-08
CUST_00473,Sophia,Jones,sophia_jones472@example.com,Germany,2022-04-13
CUST_00433,Emma,Brown,emma_brown432example.com,Germany,2022-05-18
CUST_00809,James,Miller,james_miller808@example.com,Germany,2022-10-17
CUST_00938,Isabella,williams,isabella_williams937@example.com,Canada,2022-01-09
CUST_00234,Mia,williams,mia_williams233@example.com,Australia,2022-03-30
CUST_00773,Benjamin,Davis,benjamin_davis772@example.com,Canada,2022-11-27
CUST_00392,Isabella,Jones,isabella_jones391@example.com,NULL,2023-04-23
CUST_00934,Sophia,Martinez,sophia_martinez933@example.com,France,2023-04-10
CUST_00774,James,Johnson,james_johnson773@example.com,Australia,2023-11-15
CUST_00474,Noah,Rodriguez,noah_rodriguez473@example.com,NULL,2022-06-03
CUST_00732,Ava,Davis,,Japan,2023-05-08
CUST_00368,James,Martinez,james_martinez367@example.com,Australia,2023-05-25
CUST_00136,oliver,Smith,oliver_smith135@example.com,NULL,2023-02-10
CUST_00173,Noah,Martinez,noah_martinez172@example.com,Canada,2022-11-03
CUST_00100,Ava,Johnson,ava_johnson99@example.com,Australia,2023-10-01
CUST_00879,Mia,Rodriguez,mia_rodriguez878@example.com,NULL,2023-08-10
CUST_00563,James,Davis,james_davis562@example.com,"United State",2022-01-16
CUST_00341,Sophia,Davis,,UK,2022-01-15
CUST_00990,Benjamin,Smith,benjamin_smith989@example.com,France,2023-11-07
CUST_00912,William,Smith,william_smith911@example.com,"United State",2022-01-05
CUST_00694,Isabella,Miller,isabella_miller693@example.com,"United State",2022-09-04
CUST_00185,James,Martinez,james_martinez184@example.com,NULL,2023-02-10
CUST_00791,Benjamin,Brown,benjamin_brown790@example.com,"United State",2022-10-09
CUST_00690,Mia,Martinez,mia_martinez689@example.com,Australia,2022-03-30
CUST_00014,Isabella,Smith,isabella_smith13@example.com,Canada,2023-02-25
CUST_00594,Isabella,garcia,isabella_garcia593@example.com,Japan,2023-06-18
CUST_00350,Ava,Martinez,ava_martinez349@example.com,"United State",2023-09-25
CUST_00408,Mia,Smith,mia_smith407@example.com,NULL,2023-07-13
CUST_00486,Liam,Johnson,liam_johnson485@example.com,France,2023-02-04
CUST_00427,Emma,garcia,emma_garcia426@example.com,France,2022-09-27
CUST_00403,Liam,williams,liam_williams402example.com,Japan,2022-03-31
CUST_00320,James,Rodriguez,james_rodriguez319@example.com,NULL,2023-01-17
CUST_00958,Isabella,Martinez,isabella_martinez957@example.com,Canada,2023-05-25
CUST_00667,Emma,Smith,emma_smith666@example.com,NULL,2022-05-02
CUST_00102,Noah,Martinez,noah_martinez101@example.com,NULL,2022-12-08
CUST_00400,Mia,Brown,,"United State",2023-07-05
CUST_00544,Emma,Brown,emma_brown543@example.com,NULL,2022-04-24
CUST_00905,olivia,Jones,olivia_jones904@example.com,France,2022-05-26
CUST_00111,Sophia,garcia,sophia_garcia110@example.com,Australia,2022-12-29
CUST_00220,olivia,williams,olivia_williams219@example.com,UK,2023-11-24
CUST_00784,Ava,williams,ava_williams783@example.com,Canada,2022-06-03
CUST_00772,Emma,Rodriguez,emma_rodriguez771@example.com,Canada,2023-03-08
CUST_00252,Benjamin,garcia,,Canada,2023-11-21
CUST_00651,Mia,Davis,mia_davis650@example.com,NULL,2022-01-25
CUST_00348,Emma,Smith,emma_smith347@example.com,Canada,2022-09-16
CUST_00294,Emma,Jones,emma_jones293example.com,NULL,2022-03-17
CUST_00611,James,Martinez,james_martinez610@example.com,Japan,2023-04-12
CUST_00706,Benjamin,Johnson,benjamin_johnson705@example.com,"United State",2022-07-03
CUST_00260,Isabella,williams,isabella_williams259@example.com,Germany,2023-03-22
CUST_00247,Liam,Smith,liam_smith246@example.com,Australia,2023-08-14
CUST_00230,oliver,Brown,oliver_brown229@example.com,"United State",2022-05-04
CUST_00796,Mia,Johnson,mia_johnson795@example.com,Australia,2023-02-07
CUST_00006,William,Rodriguez,william_rodriguez5@example.com,UK,2022-02-14
CUST_00362,James,Johnson,james_johnson361@example.com,"United State",2028-01-01
CUST_00337,Sophia,Smith,sophia_smith336@example.com,UK,2023-08-07
CUST_00470,Liam,Rodriguez,liam_rodriguez469@example.com,"United State",2023-01-24
CUST_00438,Liam,Brown,liam_brown437@example.com,"United State",2023-06-01
CUST_00495,Liam,Miller,liam_miller494@example.com,Germany,2022-10-06
CUST_00203,James,Martinez,,UK,2022-03-06
CUST_00522,Isabella,Johnson,isabella_johnson521@example.com,Canada,2023-06-23
CUST_00906,olivia,Brown,olivia_brown905@example.com,Australia,2022-01-02
CUST_00835,Ava,Davis,ava_davis834@example.com,Australia,2022-05-11
CUST_00739,olivia,Rodriguez,olivia_rodriguez738@example.com,Australia,2023-06-23
CUST_00904,Emma,Jones,emma_jones903@example.com,"United State",2023-07-23
CUST_00812,William,Miller,william_miller811@example.com,Japan,2023-09-04
CUST_00122,Sophia,Davis,sophia_davis121@example.com,NULL,2022-01-10
CUST_00291,Ava,Brown,,NULL,2028-01-01
CUST_00449,Benjamin,williams,benjamin_williams448@example.com,Canada,2023-09-21
CUST_00496,Benjamin,Rodriguez,benjamin_rodriguez495@example.com,"United State",2022-10-24
CUST_00606,oliver,Rodriguez,oliver_rodriguez605@example.com,Canada,2022-10-05
CUST_00907,oliver,Jones,oliver_jones906@example.com,"United State",2023-05-09
CUST_00103,Isabella,Davis,isabella_davis102@example.com,NULL,2023-09-20
CUST_00150,Noah,Jones,noah_jones149@example.com,Australia,2023-07-30
CUST_00946,Ava,williams,ava_williams945@example.com,NULL,2022-06-30
CUST_00116,Benjamin,Davis,benjamin_davis115@example.com,NULL,2022-10-06
CUST_00388,Sophia,Miller,sophia_miller387@example.com,France,2023-07-20
CUST_00597,Sophia,williams,sophia_williams596@example.com,NULL,2022-11-19
CUST_00570,Benjamin,Rodriguez,benjamin_rodriguez569@example.com,France,2023-05-28
CUST_00929,William,Smith,william_smith928@example.com,UK,2023-09-07
CUST_00369,Emma,Johnson,,NULL,2022-04-04
CUST_00518,Emma,Martinez,emma_martinez517@example.com,Australia,2023-08-28
CUST_00627,Sophia,Rodriguez,sophia_rodriguez626@example.com,NULL,2023-01-29
CUST_00002,Noah,Johnson,noah_johnson1@example.com,Germany,2022-08-27
CUST_00977,James,Jones,james_jones976@example.com,Australia,2023-02-13
CUST_00545,James,Smith,james_smith544@example.com,UK,2023-06-20
CUST_00520,Mia,Smith,mia_smith519@example.com,Canada,2022-03-01
CUST_00939,Mia,williams,mia_williams938@example.com,Australia,2023-03-09
CUST_00875,Isabella,Jones,isabella_jones874@example.com,NULL,2023-10-13
CUST_00620,Sophia,Johnson,sophia_johnson619@example.com,Germany,2023-01-24
CUST_00654,Benjamin,williams,benjamin_williams653@example.com,"United State",2022-10-11
CUST_00446,Sophia,Martinez,sophia_martinez445@example.com,France,2022-07-28
CUST_00971,Sophia,Brown,sophia_brown970@example.com,Australia,2022-11-08
CUST_00504,olivia,Smith,olivia_smith503@example.com,"United State",2023-10-16
CUST_00080,Mia,garcia,mia_garcia79@example.com,Australia,2022-11-04
CUST_00207,olivia,garcia,olivia_garcia206@example.com,NULL,2022-05-25
CUST_00738,olivia,Smith,olivia_smith737@example.com,Australia,2022-06-16
CUST_00891,olivia,Rodriguez,olivia_rodriguez890@example.com,France,2022-11-30
CUST_00076,William,garcia,,NULL,2023-02-12
CUST_00697,James,williams,james_williams696@example.com,Canada,2028-01-01
CUST_00768,oliver,Miller,oliver_miller767@example.com,NULL,2022-01-29
CUST_00855,Mia,garcia,mia_garcia854@example.com,NULL,2022-10-17
CUST_00276,Ava,williams,ava_williams275example.com,Germany,2022-10-15
CUST_00942,Emma,Davis,,UK,2023-04-23
CUST_00857,James,Jones,james_jones856@example.com,"United State",2022-09-25
CUST_00626,Ava,Smith,ava_smith625@example.com,Canada,2023-01-27
CUST_00820,olivia,Smith,,NULL,2023-04-24
CUST_00277,James,Rodriguez,james_rodriguez276@example.com,UK,2022-04-13
CUST_00943,Noah,Davis,noah_davis942@example.com,Canada,2023-01-20
CUST_00584,James,williams,james_williams583@example.com,Canada,2023-06-22
CUST_00719,James,garcia,james_garcia718@example.com,"United State",2023-07-19
CUST_00205,Mia,garcia,mia_garcia204@example.com,Germany,2022-12-27
CUST_00064,William,williams,william_williams63example.com,Australia,2023-10-21
CUST_00298,Ava,Jones,,Germany,2023-05-18
CUST_00930,Liam,Davis,,"United State",2023-01-22
CUST_00214,William,Rodriguez,,Japan,2022-08-12
CUST_00166,Emma,Rodriguez,emma_rodriguez165@example.com,NULL,2022-04-09
CUST_00440,Liam,Johnson,liam_johnson439@example.com,Germany,2022-01-02
CUST_00959,Sophia,Smith,sophia_smith958@example.com,France,2022-03-26
CUST_00317,Sophia,Davis,sophia_davis316@example.com,"United State",2022-06-12
CUST_00585,Noah,Martinez,noah_martinez584@example.com,France,2022-03-31
CUST_00451,oliver,Miller,oliver_miller450@example.com,Canada,2022-02-08
CUST_00676,olivia,Smith,,"United State",2022-04-02
CUST_00717,William,williams,william_williams716example.com,Japan,2023-06-04
CUST_00308,Mia,williams,mia_williams307@example.com,Japan,2022-03-10
CUST_00383,oliver,Martinez,oliver_martinez382@example.com,France,2023-07-01
CUST_00024,Mia,Martinez,mia_martinez23@example.com,"United State",2023-09-06
CUST_00944,olivia,Smith,,"United State",2022-05-26
CUST_00199,Isabella,Davis,,Japan,2022-11-23
CUST_00050,Noah,Jones,noah_jones49@example.com,UK,2023-08-08
CUST_00174,Noah,Martinez,noah_martinez173@example.com,Australia,2022-05-24
CUST_00299,William,Smith,william_smith298@example.com,France,2023-05-07
CUST_00423,Ava,williams,ava_williams422@example.com,Canada,2022-01-11
CUST_00300,Emma,Brown,emma_brown299@example.com,"United State",2022-04-29
CUST_00093,Benjamin,garcia,benjamin_garcia92@example.com,Canada,2023-01-15
CUST_00488,William,garcia,william_garcia487@example.com,Australia,2023-07-16
CUST_00992,William,Brown,,"United State",2022-12-12
CUST_00072,James,garcia,james_garcia71@example.com,Canada,2023-03-22
CUST_00367,Ava,Smith,ava_smith366@example.com,Canada,2022-08-29
CUST_00208,Sophia,Martinez,sophia_martinez207@example.com,NULL,2023-07-05
CUST_00453,James,Smith,james_smith452@example.com,Australia,2022-02-04
CUST_00557,Noah,williams,noah_williams556@example.com,Australia,2023-03-17
CUST_00508,oliver,garcia,oliver_garcia507@example.com,France,2022-12-31
CUST_00728,Isabella,Davis,isabella_davis727@example.com,NULL,2023-01-26
CUST_00895,Emma,Martinez,emma_martinez894@example.com,Australia,2022-05-04
CUST_00589,Liam,Brown,liam_brown588@example.com,NULL,2022-12-25
CUST_00793,James,Brown,james_brown792@example.com,NULL,2023-01-12
CUST_00954,James,williams,james_williams953@example.com,Japan,2023-05-22
CUST_00373,Ava,Rodriguez,ava_rodriguez372@example.com,"United State",2023-05-20
CUST_00257,Benjamin,Smith,,France,2022-11-11
CUST_00812,William,Miller,william_miller811@example.com,Japan,2023-09-04
CUST_00566,Sophia,garcia,sophia_garcia565@example.com,Germany,2023-06-22
CUST_00925,Noah,Smith,noah_smith924@example.com,Australia,2023-02-06
CUST_00303,oliver,Smith,oliver_smith302@example.com,"United State",2022-12-19
CUST_00021,James,garcia,james_garcia20@example.com,Canada,2023-08-05
CUST_00421,Mia,Smith,mia_smith420@example.com,Germany,2022-02-07
CUST_00329,olivia,Rodriguez,olivia_rodriguez328@example.com,Germany,2022-11-24
CUST_00653,oliver,williams,oliver_williams652@example.com,France,2022-07-09
CUST_00687,oliver,Davis,oliver_davis686@example.com,Australia,2023-10-10
CUST_00573,Liam,Johnson,liam_johnson572@example.com,Canada,2023-01-29
CUST_00839,Sophia,Smith,sophia_smith838@example.com,NULL,2023-04-11
CUST_00908,Ava,Miller,ava_miller907@example.com,UK,2023-06-07
CUST_00675,Noah,Martinez,noah_martinez674example.com,"United State",2023-10-10
CUST_00236,Mia,Johnson,mia_johnson235@example.com,Japan,2022-01-28
CUST_00702,William,Brown,william_brown701@example.com,Japan,2023-08-18
CUST_00950,Noah,Rodriguez,noah_rodriguez949@example.com,Germany,2023-10-14
CUST_00464,Ava,williams,ava_williams463@example.com,UK,2022-07-24
CUST_00271,oliver,Miller,oliver_miller270@example.com,"United State",2023-03-13
CUST_00393,olivia,Smith,olivia_smith392@example.com,"United State",2023-10-03
CUST_00499,Noah,Johnson,noah_johnson498@example.com,Canada,2023-05-26
CUST_00708,Mia,Smith,mia_smith707@example.com,Australia,2023-05-01
CUST_00412,olivia,williams,olivia_williams411@example.com,NULL,2022-07-05
CUST_00456,Isabella,Smith,,"United State",2023-07-27
CUST_00026,Benjamin,Miller,benjamin_miller25@example.com,Japan,2023-07-27
CUST_00058,Isabella,Martinez,isabella_martinez57@example.com,NULL,2028-01-01
CUST_00079,James,Brown,james_brown78@example.com,Australia,2023-04-01
CUST_00928,Emma,Martinez,emma_martinez927@example.com,NULL,2023-04-30
CUST_00033,olivia,Martinez,olivia_martinez32@example.com,"United State",2023-10-06
CUST_00783,Sophia,garcia,sophia_garcia782@example.com,France,2023-02-27
CUST_00889,Benjamin,Davis,benjamin_davis888example.com,Australia,2022-02-15
CUST_00484,olivia,Brown,olivia_brown483@example.com,Japan,2022-08-04
CUST_00856,Liam,Davis,liam_davis855@example.com,Germany,2023-03-02
CUST_00164,James,garcia,james_garcia163@example.com,Germany,2023-11-07
CUST_00204,Isabella,williams,isabella_williams203@example.com,"United State",2023-05-17
CUST_00748,oliver,Johnson,oliver_johnson747@example.com,"United State",2022-07-16
CUST_00864,William,garcia,william_garcia863@example.com,UK,2023-03-02
CUST_00596,olivia,Jones,olivia_jones595@example.com,Canada,2022-06-19
CUST_00500,James,Smith,james_smith499@example.com,NULL,2023-02-06
CUST_00306,Isabella,Martinez,isabella_martinez305@example.com,"United State",2023-04-05
CUST_00862,Liam,Rodriguez,liam_rodriguez861example.com,"United State",2022-05-01
CUST_00952,Mia,Jones,mia_jones951@example.com,Germany,2022-08-03
CUST_00022,Emma,williams,emma_williams21@example.com,France,2023-03-30
CUST_00193,Benjamin,Miller,benjamin_miller192@example.com,Canada,2023-07-04
CUST_00387,Benjamin,Rodriguez,benjamin_rodriguez386@example.com,Japan,2028-01-01
CUST_00744,Liam,Johnson,liam_johnson743example.com,Australia,2022-02-13
CUST_00192,Sophia,Miller,sophia_miller191@example.com,Australia,2023-07-02
CUST_00219,Isabella,Johnson,isabella_johnson218@example.com,Canada,2022-10-11
CUST_00603,oliver,Johnson,oliver_johnson602@example.com,"United State",2023-11-06
CUST_00242,Liam,Rodriguez,liam_rodriguez241@example.com,"United State",2023-06-08
CUST_00352,Sophia,Jones,sophia_jones351@example.com,UK,2023-05-08
CUST_00972,Liam,Rodriguez,liam_rodriguez971@example.com,Germany,2022-07-11
CUST_00711,Isabella,Davis,isabella_davis710@example.com,NULL,2022-09-24
CUST_00447,Isabella,Davis,isabella_davis446@example.com,Australia,2022-11-11
CUST_00801,James,Smith,james_smith800@example.com,NULL,2023-10-19
CUST_00595,Benjamin,garcia,,Germany,2022-12-29
CUST_00060,oliver,Brown,oliver_brown59@example.com,"United State",2022-09-04
CUST_00987,Benjamin,Davis,benjamin_davis986@example.com,NULL,2022-01-19
CUST_00385,olivia,Jones,olivia_jones384@example.com,"United State",2022-10-30
CUST_00858,olivia,williams,olivia_williams857@example.com,"United State",2022-12-12
CUST_00074,Emma,williams,emma_williams73@example.com,NULL,2022-03-10
CUST_00326,Mia,Rodriguez,mia_rodriguez325@example.com,NULL,2023-11-10
CUST_00163,Emma,Miller,emma_miller162@example.com,"United State",2022-01-10
CUST_00649,Mia,Brown,mia_brown648@example.com,UK,2023-11-25
CUST_00525,Isabella,garcia,isabella_garcia524@example.com,Germany,2022-12-27
CUST_00659,James,williams,,"United State",2022-09-30
CUST_00878,James,Jones,,Canada,2023-08-19
CUST_00808,James,Davis,james_davis807@example.com,UK,2022-09-30
CUST_00830,Sophia,Jones,sophia_jones829@example.com,NULL,2023-05-18
CUST_00887,Liam,garcia,liam_garcia886@example.com,NULL,2022-05-27
